"","x"
"1",0.630914826498423
"2",9.98988195615514
"3",23.6198706422265
"4",11.0072770548413
"5",4.31592811503336
"6",4.04306494101477
"7",9.67864540772695
"8",11.4049302691023
"9",16.9669181799584
"10",8.08773132282385
"11",7.5722509049908
"12",12.1600596760443
"13",12.7442094662638
"14",8.6967648376021
