"","x"
"1",0.315457413249211
"2",0.202360876897133
"3",0.81049891307265
"4",0.93353102990811
"5",3.22089061598581
"6",0.286336043981216
"7",3.50620474715418
"8",3.99847770575525
"9",1.50306268577686
"10",1.18802832990633
"11",1.52157142009376
"12",0.32075873827792
"13",9.08106747230614
"14",9.36427032906101
