"","x"
"1",0.368033648790747
"2",3.93524451939292
"3",5.24543087947183
"4",1.38712761183838
"5",3.69330241974986
"6",4.98224716527317
"7",3.96419680355752
"8",3.13789039481438
"9",5.73426236807586
"10",6.94539639022161
"11",0.967301643819358
"12",4.15494458653026
"13",5.75025176233635
"14",3.8898722569363
