"","x"
"1",0.413834532934332
"2",0.919841250596119
"3",0.461672473867596
"4",2.70177565769531
"5",0
"6",1.49661634565331
"7",2.12198644595045
"8",1.45682576402099
"9",3.93156170367674
"10",0
"11",0.22584287788353
"12",0.0624089868941128
"13",1.79488537089003
"14",0.0938967136150235
"15",1.40860286540571
"16",1.34080538857101
"17",0
"18",0.973813194014972
"19",0.663958117467416
"20",1.26910393810641
"21",1.73451521120595
"22",1.76072965716367
"23",1.71097613594875
"24",0.880932082978119
"25",0.936017670275555
"26",0.677602004959357
"27",0.0490677134445535
"28",0.439531166755461
"29",0
"30",0.0487388814426709
"31",0.947750123619581
"32",1.35585133348575
"33",0
"34",0.250198395203245
"35",2.89438777843846
"36",1.01722273827834
"37",0
"38",1.24153157512703
"39",0.0050314465408805
"40",1.96552154124322
"41",0.524246395806029
"42",1.31985227341527
"43",0.0268961807423346
"44",1.26494633964475
"45",1.93769089798412
"46",2.73766976411723
"47",2.25889328063241
"48",2.15290783433051
"49",0.305650161557943
"50",0.313690342818732
"51",2.61327110210911
"52",2.30383211678832
"53",1.84748427672956
"54",2.43969784825356
"55",1.02377570933761
"56",0.825376996520032
"57",0.180298311752172
"58",0.737319001510171
"59",1.45590134127381
"60",1.09829329962073
"61",1.24912342215989
"62",0.968336128919394
"63",2.56138347336651
"64",1.25270288600404
"65",3.01695854416075
"66",0.22895893595267
"67",0.689926510882853
"68",1.17880599941182
"69",1.10131530143513
"70",2.05237880834459
"71",0.318946234777566
"72",1.04189316518084
"73",2.16456371068065
"74",0.050410698929514
"75",0
"76",2.69915912220562
"77",1.74241063409377
"78",0.0281959303873808
"79",1.62028126650494
"80",0.172833236404741
"81",5.12836484059506
"82",1.50112902712845
"83",1.05919444542846
"84",0.11381824648764
"85",1.72659645747075
"86",1.50503145762473
"87",2.98879677133801
"88",0.915596306445538
"89",0.910265558405493
"90",2.24329265700072
"91",1.53965843926066
"92",0
"93",1.20273597811218
"94",2.64777565249584
"95",0.866613569992794
"96",0
"97",1.32550762890417
"98",0
"99",1.65933339084922
"100",1.07259646827992
"101",1.3117036085234
"102",3.03870834195819
"103",2.51421651221567
"104",3.48198351747509
"105",1.22878973307313
"106",1.37127009398593
"107",0
"108",1.63298433568704
"109",2.41596106069056
"110",0.706022806800873
"111",0.534106516099496
"112",1.65434935889066
"113",1.15012240852644
"114",0.892190747396342
"115",0.216166139118351
"116",7.77177046166311
"117",0.951954133119041
"118",2.09284869149247
"119",0.660764690787785
"120",0.79138573511634
"121",1.84051393585859
"122",2.49300774526678
"123",2.74865638305298
"124",0.528328950513985
"125",0.649423453414863
"126",0.203472011775402
"127",2.29849168988375
"128",0.875766652403366
"129",1.17299889339727
"130",3.72159448901584
"131",0.826675543719485
"132",1.5403765364867
"133",1.60362284645125
"134",0.437944141464221
"135",0.771813327717142
"136",0
"137",1.72431161853593
"138",0.949120043826611
"139",1.40504939626784
"140",1.04524604836261
"141",0
"142",1.14921976592978
"143",2.51743802967305
"144",0.705764786709137
"145",0.346734419369302
"146",0.0142700851448414
"147",2.78327749010052
"148",1.74506509869803
"149",1.88568215401917
"150",1.7809690120069
"151",2.23136801136065
"152",1.67443015961742
"153",3.46272335181762
"154",1.84215238606858
"155",1.07070646706706
"156",1.13635556060918
"157",1.73970345963756
"158",1.16201323403961
"159",2.09018825179352
"160",1.08762727553224
"161",1.29191247853036
"162",1.11889282625073
"163",0.807668855769135
"164",0.822076042033888
"165",1.00755667506297
"166",0.613541831843187
"167",1.19024851218936
"168",2.53130162594557
"169",0.443951165371809
"170",1.11636620496913
"171",1.10329927214125
"172",1.66180708880387
"173",1.28110984330694
"174",1.32634451798855
"175",3.94219977553311
"176",6.76830122241562
"177",0.999484801648635
"178",1.82862064016076
"179",1.14965027664683
"180",0
"181",0
"182",0.0404694455685957
"183",0.192940642378845
"184",1.0775782262544
"185",1.23005432739946
"186",0.0834028356964137
"187",1.11836482333473
"188",1.11382821921479
"189",0.92025664527956
"190",0.711610486891386
"191",2.41067923046722
"192",0.395926970991379
"193",1.23221964935495
"194",0.352485019386676
"195",2.16098622189993
"196",0.54350760370737
"197",1.915419571621
"198",2.60329391487528
"199",1.60979910693124
"200",2.33830277101942
"201",3.14388744984509
"202",0.00367615523178159
"203",0
"204",0
"205",0
"206",1.19362128783779
"207",0.490339151246279
"208",0.0139977603583427
"209",4.56635805595511
"210",0.567340556547248
"211",0.133694723076586
"212",0.650188128204308
"213",1.26251946899916
"214",0.797616759561791
"215",3.27840177913267
"216",0.550529996115212
"217",2.15238439596641
"218",1.00216500319985
"219",1.26682501979414
"220",1.62852156569434
"221",1.09821428571429
"222",0.00736112019891383
"223",2.43574362889446
"224",1.53753131208431
"225",1.24889685235204
"226",1.70039965284846
"227",1.21255842910931
"228",1.55148370990863
"229",2.01578405182198
"230",1.8225353568414
"231",1.86966231609189
"232",0
"233",1.0453443035643
"234",2.96300222622708
"235",1.45675093526811
"236",3.60934836629495
