"","x"
"1",2.0446985793906
"2",5.35657993646791
"3",1.07142857142857
"4",6.55780858633398
"5",0
"6",1.38599687662676
"7",4.36416155780671
"8",3.47477798701857
"9",1.86998256471174
"10",0
"11",0.193579609614454
"12",0.832119825254837
"13",2.86043310213374
"14",0.657276995305164
"15",4.65046704118605
"16",7.79767509234446
"17",0
"18",5.47735307420364
"19",14.4980094890113
"20",8.6570169319551
"21",1.4085607979239
"22",2.50010119135961
"23",1.64957350061403
"24",5.59818130150611
"25",14.0420755331861
"26",13.3027462108655
"27",0.834151128557409
"28",0.719232818327118
"29",0.0054100843973166
"30",0.243694407213354
"31",0.71699357178177
"32",6.16296060675341
"33",0.00664407680552787
"34",5.47791200070541
"35",4.10007775694095
"36",10.2795839741735
"37",0
"38",6.03980159690298
"39",3.18993710691824
"40",6.26597668183802
"41",4.98221306871372
"42",3.5902403584186
"43",0.242065626681011
"44",0.957364650741658
"45",6.54123396456933
"46",3.96201368324313
"47",4.41501976284585
"48",5.35823789714437
"49",0.785957558291852
"50",0.324893569347972
"51",2.22028972744485
"52",3.05656934306569
"53",1.68310463121784
"54",1.986075774609
"55",0.811255402409245
"56",0.533148924779156
"57",1.80298311752172
"58",1.48352136448432
"59",9.81448786529289
"60",3.07759165613148
"61",1.43430049088359
"62",2.36372804264384
"63",1.09851265736738
"64",12.4424514677369
"65",3.1336123303052
"66",5.13497216663317
"67",5.0107493641716
"68",0.39375224651178
"69",5.23552740449086
"70",1.11436289959478
"71",4.37308425151189
"72",3.86315865767921
"73",2.52354718322374
"74",1.56866233727723
"75",0
"76",1.45542175734669
"77",1.59511406502605
"78",1.17169755165338
"79",3.95760413216482
"80",8.19524421909684
"81",3.13619234482544
"82",2.55170732224448
"83",0.983031634135109
"84",2.27162250281582
"85",12.2665658769564
"86",7.29957880267169
"87",1.58863115011565
"88",3.63381342614839
"89",12.1632306713209
"90",2.90658616437774
"91",4.32032926354887
"92",0.00534273654966074
"93",4.73871409028728
"94",5.47217251804776
"95",3.28061592141692
"96",0
"97",8.03523882290292
"98",0.0117247039512252
"99",5.898254392776
"100",11.1379986919555
"101",2.20044972695149
"102",0.391913337473263
"103",1.6849199663016
"104",3.79078021294941
"105",15.2102007739887
"106",3.36654511838118
"107",0
"108",5.66350133917701
"109",2.08639659281042
"110",10.6253344860236
"111",1.22844498702884
"112",8.45324210691249
"113",10.4065738186283
"114",8.10550126881696
"115",0.115803288813402
"116",3.57270843396021
"117",7.26483178537761
"118",7.34087352578211
"119",0.654349499615088
"120",6.16782362691459
"121",4.51328212413412
"122",2.81572719449225
"123",7.44049696377469
"124",1.13196270619173
"125",13.6810149289774
"126",5.05360982437912
"127",6.0908828898069
"128",6.10469262587363
"129",0.781999262264847
"130",4.00722476582518
"131",0.832223701731025
"132",4.19324723821379
"133",8.15719974500989
"134",0.305734589324079
"135",9.75730621043373
"136",0
"137",10.4885829415715
"138",15.3447921659933
"139",8.64007805829979
"140",11.9068548322652
"141",0
"142",12.73244473342
"143",1.65292072796674
"144",1.96895884079695
"145",13.2167588302695
"146",0.00475669504828045
"147",2.21976850441669
"148",10.0209995800084
"149",7.49434426122321
"150",11.9862902263631
"151",8.67958765055488
"152",5.2220358983914
"153",0.369685767097967
"154",1.24899274778405
"155",5.78281092817801
"156",4.95050208580586
"157",10.6472111084961
"158",2.13381596845964
"159",2.43810345757592
"160",7.70595495217525
"161",12.8925729553017
"162",9.91936158933006
"163",7.42195699763097
"164",15.3051657278298
"165",2.28354998253323
"166",14.1053633070271
"167",7.59711550360562
"168",5.03434483957917
"169",1.10987791342952
"170",6.60913362611713
"171",4.84353693307596
"172",0.696071326243406
"173",4.3302416484969
"174",7.57929372154417
"175",2.07231040564374
"176",2.42082307984715
"177",4.52491352027674
"178",2.38696713075929
"179",7.38072867731496
"180",0
"181",0
"182",0.728450020234723
"183",0.102145045965271
"184",5.28235511942233
"185",11.2811926971219
"186",0.166805671392827
"187",7.73399283519121
"188",7.0832775023449
"189",1.99266727772686
"190",0.511860174781523
"191",3.8476639183353
"192",5.63220057325764
"193",6.23670904021549
"194",1.74480084596405
"195",4.01740391588107
"196",4.3381625123729
"197",2.15077638142606
"198",5.57045051946187
"199",8.04994359066734
"200",10.0749497885404
"201",1.52877241099091
"202",0.00122538507726053
"203",0
"204",1.50690135494492
"205",0.00398374631503466
"206",0.288591102481671
"207",7.75202848636974
"208",0.587905935050392
"209",6.29241709041551
"210",3.48983630149307
"211",11.8374622842072
"212",2.10405141815624
"213",4.46420282829116
"214",2.13338458581588
"215",2.07273953947451
"216",5.19229701981242
"217",6.97842593708569
"218",10.4669054070615
"219",0.407193756362402
"220",3.42757417102967
"221",5.07924107142857
"222",14.4204344696722
"223",4.96600865234304
"224",10.1688693098385
"225",8.2328243254085
"226",3.39651348426568
"227",4.34030694429346
"228",6.22543809180181
"229",2.67228886211653
"230",12.3908287540266
"231",10.0485932642778
"232",0
"233",2.95873883277561
"234",5.5920703911799
"235",5.53414200959831
"236",5.04384613804859
