"","x"
"1",0.82544414902493
"2",2.05307273858888
"3",2.34320557491289
"4",1.02024536941019
"5",0
"6",2.34903695991671
"7",1.4048944056721
"8",1.95677318828804
"9",2.9869905926082
"10",0
"11",1.90353282787546
"12",5.92885375494071
"13",2.00402393180495
"14",11.0328638497653
"15",2.11498188345577
"16",1.88219743608315
"17",0.0111144042679312
"18",1.90332019531647
"19",2.12548399411027
"20",1.96588242754772
"21",2.85542319357159
"22",1.20620100651672
"23",1.67612599156958
"24",1.48678601875533
"25",1.31440779230184
"26",1.31011894500948
"27",4.31795878312071
"28",3.79595098561534
"29",0.0054100843973166
"30",5.47093944193981
"31",4.84588758859403
"32",0.638164630570273
"33",0.0132881536110557
"34",1.20249537077859
"35",1.55971275671225
"36",2.41285842635033
"37",0
"38",1.91446890878297
"39",9.6503144654088
"40",1.85485379387742
"41",2.72608125819135
"42",4.69213537567355
"43",5.54061323292093
"44",1.67106069079385
"45",1.46120952962737
"46",1.30297151026243
"47",0.525691699604743
"48",1.33251570346554
"49",3.26609029779059
"50",6.71073269101501
"51",0.457927876359473
"52",2.42168491484185
"53",2.20840480274443
"54",2.06102203025462
"55",1.88816118847895
"56",1.31837244579281
"57",5.14669726274381
"58",1.94101447987919
"59",1.25826767503755
"60",2.08991782553729
"61",0.833844670406732
"62",2.88751453533243
"63",2.8006634581396
"64",1.32371597954185
"65",1.8285480978142
"66",3.88880635492131
"67",1.21404583585089
"68",1.8274352187694
"69",1.40018260150076
"70",1.67342038120967
"71",1.69828514621821
"72",0.889686163658766
"73",1.92998045139506
"74",1.92153722978383
"75",0
"76",2.28750988837128
"77",1.80707742051374
"78",4.55834207929322
"79",2.79476138896597
"80",3.29611821465724
"81",1.26029046892356
"82",1.74707672083877
"83",4.26865988876687
"84",2.14713379571996
"85",1.11498617004828
"86",1.55173325344095
"87",2.16259435174521
"88",1.17144378498422
"89",1.44061095790022
"90",1.42863216973511
"91",2.63134779717165
"92",0.0213709461986429
"93",2.72941176470588
"94",1.82482877768865
"95",3.16114840520347
"96",0.404858299595142
"97",1.63807274663703
"98",0.0351741118536757
"99",2.00442872343485
"100",1.88576411597994
"101",1.74179962165828
"102",3.41130200786587
"103",2.35888795282224
"104",1.45475326341962
"105",3.22164522210829
"106",2.33424066560526
"107",0
"108",1.15250385520656
"109",2.6745424124119
"110",1.22164587707381
"111",1.96093392339387
"112",1.35142193090121
"113",0.934890497991908
"114",0.671726624487593
"115",10.2678916081217
"116",1.6484629407457
"117",4.11225640946391
"118",0.992353786847496
"119",6.61406209905055
"120",1.34597888807189
"121",1.96623210087626
"122",1.55712134251291
"123",2.27402805890975
"124",1.52402581879034
"125",2.23287824819533
"126",4.76499704171898
"127",1.61398789509079
"128",1.52332049636286
"129",8.01918111398008
"130",0.968202629478725
"131",1.57567687527741
"132",1.64151236969037
"133",1.59782761675318
"134",3.80928772103784
"135",2.43560995552472
"136",0
"137",1.09301544660846
"138",1.54214887351914
"139",1.37496442655608
"140",1.94824913295722
"141",0.321543408360129
"142",1.09557867360208
"143",2.4810851339377
"144",1.23977265629879
"145",0.909679669207393
"146",0.00951339009656091
"147",1.56487968321657
"148",1.35237295254095
"149",1.69083704933897
"150",0.901330845906049
"151",1.66859517172461
"152",0.837215079808708
"153",5.73012939001848
"154",1.86005909213
"155",1.95416380314937
"156",0.570665112676156
"157",1.26900447164039
"158",0.957969243538607
"159",1.71260585792114
"160",0.950323974082073
"161",1.39646030916287
"162",1.43698205865119
"163",1.42641516978039
"164",1.92992851838795
"165",1.63084447222784
"166",2.29071880755766
"167",3.00487124391095
"168",1.33140596469872
"169",1.72031076581576
"170",1.48797641350081
"171",1.77183133511609
"172",4.40395732560295
"173",1.37487714224386
"174",0.698881534478581
"175",1.99414782748116
"176",1.48250405137747
"177",2.54066386987562
"178",1.07937419262236
"179",1.6507464244702
"180",1.87590187590188
"181",0.0160720025715204
"182",5.6252529340348
"183",7.45658835546476
"184",2.49213108683577
"185",0.898623022516828
"186",0.667222685571309
"187",1.34567474677675
"188",1.70842824601367
"189",1.78918423464711
"190",2.35955056179775
"191",1.87933516555425
"192",0.855425314789824
"193",0.999480175795095
"194",4.66161438138879
"195",2.78752719361856
"196",1.98146315126429
"197",1.20490844768122
"198",2.25140039258869
"199",1.16231666966884
"200",1.06627912672883
"201",1.11483569505815
"202",0.00122538507726053
"203",0
"204",10.6496137773838
"205",0.00132791543834489
"206",3.87688194289716
"207",1.38491623372833
"208",10.7502799552072
"209",0.688802901075748
"210",0.72370514896149
"211",4.82762147590207
"212",1.10318805359256
"213",0.731312339477457
"214",4.72804151451086
"215",1.40681417808818
"216",0.856873300405128
"217",1.86312321722711
"218",0.961315886221593
"219",2.49971722655808
"220",0.806781351283969
"221",1.8359375
"222",2.54531178433554
"223",2.29032609881121
"224",1.24384555584348
"225",1.97764287433477
"226",0.537870589621883
"227",3.22360684250576
"228",0.910801876212858
"229",2.09959317654043
"230",1.99135243148266
"231",0.662125310020537
"232",0
"233",1.4006999662297
"234",1.75182868652603
"235",1.70143218833843
"236",1.30306204177192
