"","x"
"1",1.81441968606423
"2",3.37221238794992
"3",1.01045296167247
"4",3.47792792074153
"5",0.0114203053028284
"6",2.74596564289433
"7",4.59140903535971
"8",4.91344122511017
"9",0.582453585729887
"10",0
"11",1.53250524278109
"12",0.769710838360724
"13",5.59908932069678
"14",0.469483568075117
"15",7.21171425722169
"16",4.5312160498298
"17",0.0185240071132187
"18",8.59540138641461
"19",3.80514806129683
"20",3.06376434777094
"21",3.66132007629053
"22",6.09846593898836
"23",3.87168508745727
"24",4.70815572605854
"25",2.88952456820075
"26",3.00743903571002
"27",0.539744847890088
"28",0.772509323388386
"29",0.0108201687946332
"30",0.682344340197392
"31",1.53288280863689
"32",4.13117165833342
"33",0.0398644608331672
"34",1.80870293624901
"35",7.43813749256735
"36",3.17044572020284
"37",0
"38",3.75483909992741
"39",1.64528301886792
"40",4.3004551405948
"41",3.09867066092492
"42",2.76987346370406
"43",0.376546530392684
"44",13.3911214082182
"45",10.8637751985339
"46",17.1785969570101
"47",3.78656126482213
"48",2.53078542188044
"49",2.95170727447385
"50",1.25476137127493
"51",6.54308484875171
"52",8.7287104622871
"53",4.28816466552316
"54",2.09652288819202
"55",2.61972147579005
"56",2.75720531810476
"57",1.24569742665137
"58",4.02860442391401
"59",6.95670505151651
"60",1.68694690265487
"61",1.00149018232819
"62",5.86867262829682
"63",5.38379965739457
"64",0.999768609021057
"65",4.17620554397119
"66",6.55416801391231
"67",3.11942332822797
"68",1.51782504983172
"69",6.70347228166281
"70",7.9918955425484
"71",1.5056747576837
"72",4.46655069942741
"73",5.57312955393638
"74",0.369678458816436
"75",0
"76",6.60543201195394
"77",3.87282198670738
"78",0.944563667977255
"79",2.67928277936424
"80",1.07467870219441
"81",1.04332118720608
"82",7.89046846674936
"83",2.17506819228453
"84",0.457644199419053
"85",5.47185046472074
"86",5.27554059531572
"87",4.23476332346586
"88",1.72989259600774
"89",4.35847491948393
"90",5.13372167183979
"91",5.49483643481862
"92",0.0320564192979644
"93",6.64186046511628
"94",2.96014067995311
"95",4.93040543103121
"96",0
"97",6.22351878863652
"98",0.0234494079024505
"99",2.36102723377333
"100",2.053629823414
"101",5.64835635507014
"102",2.36251983716277
"103",4.97841196293176
"104",7.34896031761946
"105",2.78503621870142
"106",3.55657131118073
"107",0
"108",4.95089684278873
"109",8.96415352633981
"110",2.51224733440369
"111",0.602777353883717
"112",3.30478155276421
"113",2.95111794856623
"114",4.40698595689467
"115",0.470933374507836
"116",2.72198937380222
"117",2.19907586270843
"118",4.81673261154438
"119",0.789068514241724
"120",5.18451127257319
"121",10.5351822284802
"122",6.1558734939759
"123",6.57220632372444
"124",3.93617021276596
"125",1.92757160475726
"126",0.868724475807033
"127",5.33912959938515
"128",5.54557124518614
"129",2.45665805975655
"130",5.95203091527702
"131",1.89747003994674
"132",3.43239458534308
"133",4.97396286085653
"134",0.859362088910924
"135",2.70692154263556
"136",0
"137",8.85661517797179
"138",3.12812435800863
"139",5.9698337195593
"140",3.89330179481852
"141",0
"142",4.25877763328999
"143",3.44898098289142
"144",2.69658359877584
"145",1.37498131818861
"146",0.00475669504828045
"147",3.72753579043558
"148",4.84460310793784
"149",4.17478521269501
"150",3.21160124515982
"151",5.74869825908589
"152",1.79491957021303
"153",6.90080098582871
"154",5.44587698092936
"155",2.63343990597703
"156",6.13802562663009
"157",4.99035067074606
"158",2.72289212182694
"159",4.37186471762231
"160",2.6211045973465
"161",3.30238385648736
"162",2.65074360333715
"163",4.41918813286552
"164",3.52832637018924
"165",4.12951148210116
"166",1.42834490077211
"167",2.57399678250402
"168",7.24176158594905
"169",0.499445061043285
"170",2.61816283283683
"171",4.13958595285742
"172",8.890499384828
"173",3.89303749562231
"174",3.42936577776077
"175",8.25917909251243
"176",3.53520196866935
"177",5.2049753440789
"178",3.06875269125879
"179",7.73828165779309
"180",0.144300144300144
"181",0
"182",0.607041683528936
"183",1.14629440472137
"184",2.46620996111831
"185",4.94299609343857
"186",0.166805671392827
"187",4.13431288756342
"188",2.20420742328822
"189",10.0568285976169
"190",1.29837702871411
"191",9.29982986520089
"192",2.79379454178424
"193",3.79944237039837
"194",2.76700740218541
"195",6.11747643219724
"196",1.65031944569423
"197",3.28759417972971
"198",6.43701824101116
"199",4.19135562529034
"200",3.15638216227691
"201",6.90994971811671
"202",0.00245077015452106
"203",0
"204",2.68456375838926
"205",0
"206",16.6703801551177
"207",4.81583094974024
"208",0.125979843225084
"209",3.14620854520776
"210",2.74814230561667
"211",0.93659363379335
"212",3.07187243522101
"213",1.36979236505792
"214",2.68114549298482
"215",1.49302215170105
"216",3.05677340584938
"217",3.7393033626612
"218",2.99287863727346
"219",4.09455943897749
"220",5.04412864622289
"221",6.04464285714286
"222",0.798272590459988
"223",3.67906351110626
"224",4.58776021421785
"225",3.5528040007488
"226",1.68968509927034
"227",5.46392465733119
"228",5.14105727129999
"229",5.34457772423306
"230",6.4477786773699
"231",4.49235189154612
"232",0
"233",8.92303441500629
"234",6.33149581257288
"235",2.40996863545327
"236",7.27928038937835
