"","x"
"1",20.5676645820227
"2",12.2560916415882
"3",6.69290247484965
"4",21.334497380893
"5",14.2063312722118
"6",11.7963668984077
"7",6.63469224620304
"8",15.4766914480759
"9",0
"10",6.39758055135512
"11",10.2114782363911
"12",15.7197829304391
"13",14.2140884838167
"14",6.39061399052878
"15",2.56130103166432
"16",8.90647135869129
