"","x"
"1",1.30814491359213
"2",2.32016309096204
"3",0.430950863287421
"4",1.19730606136194
"5",0.165369050309168
"6",0.358824848620767
"7",0.65947242206235
"8",1.06139243465657
"9",0
"10",0.0116319646388275
"11",1.85791196030824
"12",0.831771090281204
"13",1.16054560176054
"14",3.67050649712422
"15",0.0231126426155107
"16",1.21889283900457
