"","x"
"1",4.25193353809718
"2",8.63023007475002
"3",3.42543580079262
"4",4.25293090546271
"5",1.70607448797223
"6",18.7710248934739
"7",18.6051159072742
"8",8.50516669004536
"9",0
"10",10.7130394323601
"11",8.57524895316514
"12",3.34089787863838
"13",3.53146345007993
"14",2.84300391629934
"15",3.1748366356397
"16",11.8013418513271
