"Module","Gene","Module_gene","Function","position"
"M11.2","ABCC4","M11.2_ABCC4","Erythroid cells","A37.10"
"M11.2","AMFR","M11.2_AMFR","Erythroid cells","A37.10"
"M11.2","BAT3","M11.2_BAT3","Erythroid cells","A37.10"
"M11.2","BMP2K","M11.2_BMP2K","Erythroid cells","A37.10"
"M11.2","C17ORF39","M11.2_C17ORF39","Erythroid cells","A37.10"
"M11.2","C9ORF40","M11.2_C9ORF40","Erythroid cells","A37.10"
"M11.2","DNAJB2","M11.2_DNAJB2","Erythroid cells","A37.10"
"M11.2","EIF1B","M11.2_EIF1B","Erythroid cells","A37.10"
"M11.2","GDE1","M11.2_GDE1","Erythroid cells","A37.10"
"M11.2","GNA12","M11.2_GNA12","Erythroid cells","A37.10"
"M11.2","HS.211743","M11.2_HS.211743","Erythroid cells","A37.10"
"M11.2","HS.57079","M11.2_HS.57079","Erythroid cells","A37.10"
"M11.2","IQWD1","M11.2_IQWD1","Erythroid cells","A37.10"
"M11.2","JAZF1","M11.2_JAZF1","Erythroid cells","A37.10"
"M11.2","MED25","M11.2_MED25","Erythroid cells","A37.10"
"M11.2","NSUN3","M11.2_NSUN3","Erythroid cells","A37.10"
"M11.2","ODC1","M11.2_ODC1","Erythroid cells","A37.10"
"M11.2","POLR1D","M11.2_POLR1D","Erythroid cells","A37.10"
"M11.2","PPP2R5B","M11.2_PPP2R5B","Erythroid cells","A37.10"
"M11.2","PSME4","M11.2_PSME4","Erythroid cells","A37.10"
"M11.2","RANBP10","M11.2_RANBP10","Erythroid cells","A37.10"
"M11.2","RNF14","M11.2_RNF14","Erythroid cells","A37.10"
"M11.2","RSRC1","M11.2_RSRC1","Erythroid cells","A37.10"
"M11.2","SELK","M11.2_SELK","Erythroid cells","A37.10"
"M11.2","SLC2A1","M11.2_SLC2A1","Erythroid cells","A37.10"
"M11.2","SNX3","M11.2_SNX3","Erythroid cells","A37.10"
"M11.2","TBC1D22B","M11.2_TBC1D22B","Erythroid cells","A37.10"
"M11.2","TMEM183A","M11.2_TMEM183A","Erythroid cells","A37.10"
"M11.2","TMEM183B","M11.2_TMEM183B","Erythroid cells","A37.10"
"M11.2","UBE2F","M11.2_UBE2F","Erythroid cells","A37.10"
"M11.2","UBQLN1","M11.2_UBQLN1","Erythroid cells","A37.10"
"M11.2","WBP2","M11.2_WBP2","Erythroid cells","A37.10"
"M11.2","WDR26","M11.2_WDR26","Erythroid cells","A37.10"
"M11.2","WDR45","M11.2_WDR45","Erythroid cells","A37.10"
"M11.2","WDR51B","M11.2_WDR51B","Erythroid cells","A37.10"
"M11.2","WNK1","M11.2_WNK1","Erythroid cells","A37.10"
"M11.2","ZBTB44","M11.2_ZBTB44","Erythroid cells","A37.10"
"M11.2","ZER1","M11.2_ZER1","Erythroid cells","A37.10"
"M11.2","ZNF653","M11.2_ZNF653","Erythroid cells","A37.10"
"M11.3","ASCC2","M11.3_ASCC2","Erythroid cells","A37.2"
"M11.3","C18ORF10","M11.3_C18ORF10","Erythroid cells","A37.2"
"M11.3","DPM2","M11.3_DPM2","Erythroid cells","A37.2"
"M11.3","EPB49","M11.3_EPB49","Erythroid cells","A37.2"
"M11.3","FBXO7","M11.3_FBXO7","Erythroid cells","A37.2"
"M11.3","GATA1","M11.3_GATA1","Erythroid cells","A37.2"
"M11.3","HAGH","M11.3_HAGH","Erythroid cells","A37.2"
"M11.3","HEMGN","M11.3_HEMGN","Erythroid cells","A37.2"
"M11.3","HMBS","M11.3_HMBS","Erythroid cells","A37.2"
"M11.3","KEL","M11.3_KEL","Erythroid cells","A37.2"
"M11.3","LOC284422","M11.3_LOC284422","Erythroid cells","A37.2"
"M11.3","LOC440359","M11.3_LOC440359","Erythroid cells","A37.2"
"M11.3","LOC441081","M11.3_LOC441081","Erythroid cells","A37.2"
"M11.3","MBNL3","M11.3_MBNL3","Erythroid cells","A37.2"
"M11.3","MYL4","M11.3_MYL4","Erythroid cells","A37.2"
"M11.3","PDZK1IP1","M11.3_PDZK1IP1","Erythroid cells","A37.2"
"M11.3","PHOSPHO1","M11.3_PHOSPHO1","Erythroid cells","A37.2"
"M11.3","RUNDC3A","M11.3_RUNDC3A","Erythroid cells","A37.2"
"M11.3","SESN3","M11.3_SESN3","Erythroid cells","A37.2"
"M11.3","TESC","M11.3_TESC","Erythroid cells","A37.2"
"M11.3","TGM2","M11.3_TGM2","Erythroid cells","A37.2"
"M11.3","TRIM10","M11.3_TRIM10","Erythroid cells","A37.2"
"M11.3","TSPAN5","M11.3_TSPAN5","Erythroid cells","A37.2"
"M11.3","VWCE","M11.3_VWCE","Erythroid cells","A37.2"
"M11.4","AP2M1","M11.4_AP2M1","Erythroid cells","A37.11"
"M11.4","AP2S1","M11.4_AP2S1","Erythroid cells","A37.11"
"M11.4","ATG9A","M11.4_ATG9A","Erythroid cells","A37.11"
"M11.4","B4GALT3","M11.4_B4GALT3","Erythroid cells","A37.11"
"M11.4","BCL2L13","M11.4_BCL2L13","Erythroid cells","A37.11"
"M11.4","C13ORF15","M11.4_C13ORF15","Erythroid cells","A37.11"
"M11.4","C19ORF62","M11.4_C19ORF62","Erythroid cells","A37.11"
"M11.4","CYB5R3","M11.4_CYB5R3","Erythroid cells","A37.11"
"M11.4","DAP","M11.4_DAP","Erythroid cells","A37.11"
"M11.4","DENND1A","M11.4_DENND1A","Erythroid cells","A37.11"
"M11.4","FAM134A","M11.4_FAM134A","Erythroid cells","A37.11"
"M11.4","HK1","M11.4_HK1","Erythroid cells","A37.11"
"M11.4","JUND","M11.4_JUND","Erythroid cells","A37.11"
"M11.4","MSI2","M11.4_MSI2","Erythroid cells","A37.11"
"M11.4","NTAN1","M11.4_NTAN1","Erythroid cells","A37.11"
"M11.4","NUCB1","M11.4_NUCB1","Erythroid cells","A37.11"
"M11.4","PA2G4","M11.4_PA2G4","Erythroid cells","A37.11"
"M11.4","POLR1D","M11.4_POLR1D","Erythroid cells","A37.11"
"M11.4","TCEB2","M11.4_TCEB2","Erythroid cells","A37.11"
"M11.4","UBAC1","M11.4_UBAC1","Erythroid cells","A37.11"
"M11.4","UBAP1","M11.4_UBAP1","Erythroid cells","A37.11"
"M11.4","UBL7","M11.4_UBL7","Erythroid cells","A37.11"
"M11.4","UROD","M11.4_UROD","Erythroid cells","A37.11"
"M11.4","WDR13","M11.4_WDR13","Erythroid cells","A37.11"
"M11.4","WIPI2","M11.4_WIPI2","Erythroid cells","A37.11"
"M11.4","ZMAT2","M11.4_ZMAT2","Erythroid cells","A37.11"
"M12.1","ACAT1","M12.1_ACAT1","Protein modification","A1.32"
"M12.1","ACTL6A","M12.1_ACTL6A","Protein modification","A1.32"
"M12.1","AHCY","M12.1_AHCY","Protein modification","A1.32"
"M12.1","AIFM1","M12.1_AIFM1","Protein modification","A1.32"
"M12.1","AKAP7","M12.1_AKAP7","Protein modification","A1.32"
"M12.1","APOBEC3G","M12.1_APOBEC3G","Protein modification","A1.32"
"M12.1","ARL5A","M12.1_ARL5A","Protein modification","A1.32"
"M12.1","BCCIP","M12.1_BCCIP","Protein modification","A1.32"
"M12.1","BCDIN3D","M12.1_BCDIN3D","Protein modification","A1.32"
"M12.1","BMI1","M12.1_BMI1","Protein modification","A1.32"
"M12.1","BNIP3","M12.1_BNIP3","Protein modification","A1.32"
"M12.1","BXDC1","M12.1_BXDC1","Protein modification","A1.32"
"M12.1","BXDC2","M12.1_BXDC2","Protein modification","A1.32"
"M12.1","C14ORF112","M12.1_C14ORF112","Protein modification","A1.32"
"M12.1","C16ORF80","M12.1_C16ORF80","Protein modification","A1.32"
"M12.1","C18ORF55","M12.1_C18ORF55","Protein modification","A1.32"
"M12.1","C1ORF19","M12.1_C1ORF19","Protein modification","A1.32"
"M12.1","C3ORF28","M12.1_C3ORF28","Protein modification","A1.32"
"M12.1","C4ORF14","M12.1_C4ORF14","Protein modification","A1.32"
"M12.1","C6ORF125","M12.1_C6ORF125","Protein modification","A1.32"
"M12.1","C6ORF130","M12.1_C6ORF130","Protein modification","A1.32"
"M12.1","CCDC115","M12.1_CCDC115","Protein modification","A1.32"
"M12.1","CCDC50","M12.1_CCDC50","Protein modification","A1.32"
"M12.1","CCT2","M12.1_CCT2","Protein modification","A1.32"
"M12.1","CNO","M12.1_CNO","Protein modification","A1.32"
"M12.1","COPS4","M12.1_COPS4","Protein modification","A1.32"
"M12.1","CSE1L","M12.1_CSE1L","Protein modification","A1.32"
"M12.1","DCTD","M12.1_DCTD","Protein modification","A1.32"
"M12.1","DCUN1D5","M12.1_DCUN1D5","Protein modification","A1.32"
"M12.1","DDX19B","M12.1_DDX19B","Protein modification","A1.32"
"M12.1","DDX21","M12.1_DDX21","Protein modification","A1.32"
"M12.1","DIMT1L","M12.1_DIMT1L","Protein modification","A1.32"
"M12.1","DNAJC9","M12.1_DNAJC9","Protein modification","A1.32"
"M12.1","EBNA1BP2","M12.1_EBNA1BP2","Protein modification","A1.32"
"M12.1","EEF1B2","M12.1_EEF1B2","Protein modification","A1.32"
"M12.1","EEF1E1","M12.1_EEF1E1","Protein modification","A1.32"
"M12.1","EI24","M12.1_EI24","Protein modification","A1.32"
"M12.1","EIF2B1","M12.1_EIF2B1","Protein modification","A1.32"
"M12.1","EMG1","M12.1_EMG1","Protein modification","A1.32"
"M12.1","ENOPH1","M12.1_ENOPH1","Protein modification","A1.32"
"M12.1","FAM58A","M12.1_FAM58A","Protein modification","A1.32"
"M12.1","FBXO21","M12.1_FBXO21","Protein modification","A1.32"
"M12.1","FH","M12.1_FH","Protein modification","A1.32"
"M12.1","GART","M12.1_GART","Protein modification","A1.32"
"M12.1","GEMIN6","M12.1_GEMIN6","Protein modification","A1.32"
"M12.1","GLO1","M12.1_GLO1","Protein modification","A1.32"
"M12.1","GTF2H5","M12.1_GTF2H5","Protein modification","A1.32"
"M12.1","HACL1","M12.1_HACL1","Protein modification","A1.32"
"M12.1","HADH","M12.1_HADH","Protein modification","A1.32"
"M12.1","HINT2","M12.1_HINT2","Protein modification","A1.32"
"M12.1","HNRNPA0","M12.1_HNRNPA0","Protein modification","A1.32"
"M12.1","HSPE1","M12.1_HSPE1","Protein modification","A1.32"
"M12.1","INTS9","M12.1_INTS9","Protein modification","A1.32"
"M12.1","JTV1","M12.1_JTV1","Protein modification","A1.32"
"M12.1","KIAA1128","M12.1_KIAA1128","Protein modification","A1.32"
"M12.1","KLF9","M12.1_KLF9","Protein modification","A1.32"
"M12.1","KRT10","M12.1_KRT10","Protein modification","A1.32"
"M12.1","LETMD1","M12.1_LETMD1","Protein modification","A1.32"
"M12.1","MED10","M12.1_MED10","Protein modification","A1.32"
"M12.1","METTL5","M12.1_METTL5","Protein modification","A1.32"
"M12.1","MEX3C","M12.1_MEX3C","Protein modification","A1.32"
"M12.1","MIS12","M12.1_MIS12","Protein modification","A1.32"
"M12.1","MRPL15","M12.1_MRPL15","Protein modification","A1.32"
"M12.1","MRPL21","M12.1_MRPL21","Protein modification","A1.32"
"M12.1","MRPL32","M12.1_MRPL32","Protein modification","A1.32"
"M12.1","MRPL35","M12.1_MRPL35","Protein modification","A1.32"
"M12.1","MRPL43","M12.1_MRPL43","Protein modification","A1.32"
"M12.1","MRPL45","M12.1_MRPL45","Protein modification","A1.32"
"M12.1","MRPL46","M12.1_MRPL46","Protein modification","A1.32"
"M12.1","MRPS27","M12.1_MRPS27","Protein modification","A1.32"
"M12.1","MRPS30","M12.1_MRPS30","Protein modification","A1.32"
"M12.1","MRPS33","M12.1_MRPS33","Protein modification","A1.32"
"M12.1","NAE1","M12.1_NAE1","Protein modification","A1.32"
"M12.1","NAT5","M12.1_NAT5","Protein modification","A1.32"
"M12.1","NDUFA9","M12.1_NDUFA9","Protein modification","A1.32"
"M12.1","NIF3L1","M12.1_NIF3L1","Protein modification","A1.32"
"M12.1","NIP7","M12.1_NIP7","Protein modification","A1.32"
"M12.1","NXT1","M12.1_NXT1","Protein modification","A1.32"
"M12.1","PDCD2","M12.1_PDCD2","Protein modification","A1.32"
"M12.1","PDCD5","M12.1_PDCD5","Protein modification","A1.32"
"M12.1","PEPD","M12.1_PEPD","Protein modification","A1.32"
"M12.1","PFDN1","M12.1_PFDN1","Protein modification","A1.32"
"M12.1","PHACTR4","M12.1_PHACTR4","Protein modification","A1.32"
"M12.1","PIGP","M12.1_PIGP","Protein modification","A1.32"
"M12.1","PPHLN1","M12.1_PPHLN1","Protein modification","A1.32"
"M12.1","PRKCQ","M12.1_PRKCQ","Protein modification","A1.32"
"M12.1","PWP1","M12.1_PWP1","Protein modification","A1.32"
"M12.1","RAB7L1","M12.1_RAB7L1","Protein modification","A1.32"
"M12.1","RABGGTB","M12.1_RABGGTB","Protein modification","A1.32"
"M12.1","RCN2","M12.1_RCN2","Protein modification","A1.32"
"M12.1","RPAIN","M12.1_RPAIN","Protein modification","A1.32"
"M12.1","RPUSD4","M12.1_RPUSD4","Protein modification","A1.32"
"M12.1","SCO1","M12.1_SCO1","Protein modification","A1.32"
"M12.1","SLC25A25","M12.1_SLC25A25","Protein modification","A1.32"
"M12.1","SNRPC","M12.1_SNRPC","Protein modification","A1.32"
"M12.1","TCEAL4","M12.1_TCEAL4","Protein modification","A1.32"
"M12.1","TFB2M","M12.1_TFB2M","Protein modification","A1.32"
"M12.1","TGIF1","M12.1_TGIF1","Protein modification","A1.32"
"M12.1","TH1L","M12.1_TH1L","Protein modification","A1.32"
"M12.1","TMEM126A","M12.1_TMEM126A","Protein modification","A1.32"
"M12.1","TMEM203","M12.1_TMEM203","Protein modification","A1.32"
"M12.1","TMEM4","M12.1_TMEM4","Protein modification","A1.32"
"M12.1","TOMM20","M12.1_TOMM20","Protein modification","A1.32"
"M12.1","WDR33","M12.1_WDR33","Protein modification","A1.32"
"M12.1","WDR57","M12.1_WDR57","Protein modification","A1.32"
"M12.1","WDR61","M12.1_WDR61","Protein modification","A1.32"
"M12.1","ZC3HC1","M12.1_ZC3HC1","Protein modification","A1.32"
"M12.1","ZCCHC7","M12.1_ZCCHC7","Protein modification","A1.32"
"M12.1","ZFP90","M12.1_ZFP90","Protein modification","A1.32"
"M12.1","ZNF22","M12.1_ZNF22","Protein modification","A1.32"
"M12.1","ZNF800","M12.1_ZNF800","Protein modification","A1.32"
"M12.2","ALDH1A1","M12.2_ALDH1A1","Monocytes","A26.2"
"M12.2","ALDH2","M12.2_ALDH2","Monocytes","A26.2"
"M12.2","ASAHL","M12.2_ASAHL","Monocytes","A26.2"
"M12.2","ASGR1","M12.2_ASGR1","Monocytes","A26.2"
"M12.2","ASGR2","M12.2_ASGR2","Monocytes","A26.2"
"M12.2","C4ORF18","M12.2_C4ORF18","Monocytes","A26.2"
"M12.2","CARD9","M12.2_CARD9","Monocytes","A26.2"
"M12.2","CCR2","M12.2_CCR2","Monocytes","A26.2"
"M12.2","CD163","M12.2_CD163","Monocytes","A26.2"
"M12.2","CD300C","M12.2_CD300C","Monocytes","A26.2"
"M12.2","CD33","M12.2_CD33","Monocytes","A26.2"
"M12.2","CD36","M12.2_CD36","Monocytes","A26.2"
"M12.2","CD86","M12.2_CD86","Monocytes","A26.2"
"M12.2","CEBPA","M12.2_CEBPA","Monocytes","A26.2"
"M12.2","CENTA2","M12.2_CENTA2","Monocytes","A26.2"
"M12.2","CPVL","M12.2_CPVL","Monocytes","A26.2"
"M12.2","CSF1R","M12.2_CSF1R","Monocytes","A26.2"
"M12.2","CTSH","M12.2_CTSH","Monocytes","A26.2"
"M12.2","CYBB","M12.2_CYBB","Monocytes","A26.2"
"M12.2","CYFIP1","M12.2_CYFIP1","Monocytes","A26.2"
"M12.2","CYP1B1","M12.2_CYP1B1","Monocytes","A26.2"
"M12.2","DPYSL2","M12.2_DPYSL2","Monocytes","A26.2"
"M12.2","EDG3","M12.2_EDG3","Monocytes","A26.2"
"M12.2","EMILIN2","M12.2_EMILIN2","Monocytes","A26.2"
"M12.2","EPB41L3","M12.2_EPB41L3","Monocytes","A26.2"
"M12.2","FLJ21986","M12.2_FLJ21986","Monocytes","A26.2"
"M12.2","FLVCR2","M12.2_FLVCR2","Monocytes","A26.2"
"M12.2","FZD2","M12.2_FZD2","Monocytes","A26.2"
"M12.2","HNMT","M12.2_HNMT","Monocytes","A26.2"
"M12.2","IFI30","M12.2_IFI30","Monocytes","A26.2"
"M12.2","KIAA1598","M12.2_KIAA1598","Monocytes","A26.2"
"M12.2","KLF4","M12.2_KLF4","Monocytes","A26.2"
"M12.2","KYNU","M12.2_KYNU","Monocytes","A26.2"
"M12.2","LY86","M12.2_LY86","Monocytes","A26.2"
"M12.2","MAFB","M12.2_MAFB","Monocytes","A26.2"
"M12.2","MGST1","M12.2_MGST1","Monocytes","A26.2"
"M12.2","MS4A6A","M12.2_MS4A6A","Monocytes","A26.2"
"M12.2","MTMR11","M12.2_MTMR11","Monocytes","A26.2"
"M12.2","PLA2G7","M12.2_PLA2G7","Monocytes","A26.2"
"M12.2","PLXNB2","M12.2_PLXNB2","Monocytes","A26.2"
"M12.2","RNASE4","M12.2_RNASE4","Monocytes","A26.2"
"M12.2","SLC7A7","M12.2_SLC7A7","Monocytes","A26.2"
"M12.2","TGFBI","M12.2_TGFBI","Monocytes","A26.2"
"M12.2","VCAN","M12.2_VCAN","Monocytes","A26.2"
"M12.3","ABCE1","M12.3_ABCE1","Cell cycle","A1.7"
"M12.3","AGK","M12.3_AGK","Cell cycle","A1.7"
"M12.3","AKAP11","M12.3_AKAP11","Cell cycle","A1.7"
"M12.3","ANAPC1","M12.3_ANAPC1","Cell cycle","A1.7"
"M12.3","BMS1","M12.3_BMS1","Cell cycle","A1.7"
"M12.3","C19ORF2","M12.3_C19ORF2","Cell cycle","A1.7"
"M12.3","C1ORF181","M12.3_C1ORF181","Cell cycle","A1.7"
"M12.3","CCDC6","M12.3_CCDC6","Cell cycle","A1.7"
"M12.3","CDK6","M12.3_CDK6","Cell cycle","A1.7"
"M12.3","CIRH1A","M12.3_CIRH1A","Cell cycle","A1.7"
"M12.3","DIS3L","M12.3_DIS3L","Cell cycle","A1.7"
"M12.3","DNAJA3","M12.3_DNAJA3","Cell cycle","A1.7"
"M12.3","DNAJC10","M12.3_DNAJC10","Cell cycle","A1.7"
"M12.3","DPH2","M12.3_DPH2","Cell cycle","A1.7"
"M12.3","ELP3","M12.3_ELP3","Cell cycle","A1.7"
"M12.3","FAM62B","M12.3_FAM62B","Cell cycle","A1.7"
"M12.3","FBXO31","M12.3_FBXO31","Cell cycle","A1.7"
"M12.3","FLJ20160","M12.3_FLJ20160","Cell cycle","A1.7"
"M12.3","FVT1","M12.3_FVT1","Cell cycle","A1.7"
"M12.3","GARNL1","M12.3_GARNL1","Cell cycle","A1.7"
"M12.3","GFM1","M12.3_GFM1","Cell cycle","A1.7"
"M12.3","GLOD4","M12.3_GLOD4","Cell cycle","A1.7"
"M12.3","GTPBP4","M12.3_GTPBP4","Cell cycle","A1.7"
"M12.3","HS.213061","M12.3_HS.213061","Cell cycle","A1.7"
"M12.3","HS.276860","M12.3_HS.276860","Cell cycle","A1.7"
"M12.3","IARS","M12.3_IARS","Cell cycle","A1.7"
"M12.3","KIAA0020","M12.3_KIAA0020","Cell cycle","A1.7"
"M12.3","LANCL1","M12.3_LANCL1","Cell cycle","A1.7"
"M12.3","LOC647346","M12.3_LOC647346","Cell cycle","A1.7"
"M12.3","LPAR5","M12.3_LPAR5","Cell cycle","A1.7"
"M12.3","LPIN1","M12.3_LPIN1","Cell cycle","A1.7"
"M12.3","MAP3K4","M12.3_MAP3K4","Cell cycle","A1.7"
"M12.3","MBNL2","M12.3_MBNL2","Cell cycle","A1.7"
"M12.3","MKI67IP","M12.3_MKI67IP","Cell cycle","A1.7"
"M12.3","NKRF","M12.3_NKRF","Cell cycle","A1.7"
"M12.3","NOC3L","M12.3_NOC3L","Cell cycle","A1.7"
"M12.3","NOL11","M12.3_NOL11","Cell cycle","A1.7"
"M12.3","NPAL3","M12.3_NPAL3","Cell cycle","A1.7"
"M12.3","NUP160","M12.3_NUP160","Cell cycle","A1.7"
"M12.3","NUP205","M12.3_NUP205","Cell cycle","A1.7"
"M12.3","OGFOD1","M12.3_OGFOD1","Cell cycle","A1.7"
"M12.3","ORC5L","M12.3_ORC5L","Cell cycle","A1.7"
"M12.3","PPP1R16B","M12.3_PPP1R16B","Cell cycle","A1.7"
"M12.3","PRMT6","M12.3_PRMT6","Cell cycle","A1.7"
"M12.3","PRPS1","M12.3_PRPS1","Cell cycle","A1.7"
"M12.3","PTPLB","M12.3_PTPLB","Cell cycle","A1.7"
"M12.3","RASGRP3","M12.3_RASGRP3","Cell cycle","A1.7"
"M12.3","RFC1","M12.3_RFC1","Cell cycle","A1.7"
"M12.3","SEPHS1","M12.3_SEPHS1","Cell cycle","A1.7"
"M12.3","SLC4A7","M12.3_SLC4A7","Cell cycle","A1.7"
"M12.3","STAMBPL1","M12.3_STAMBPL1","Cell cycle","A1.7"
"M12.3","STK39","M12.3_STK39","Cell cycle","A1.7"
"M12.3","TP53RK","M12.3_TP53RK","Cell cycle","A1.7"
"M12.3","TTC19","M12.3_TTC19","Cell cycle","A1.7"
"M12.3","TTC4","M12.3_TTC4","Cell cycle","A1.7"
"M12.3","UBQLN4","M12.3_UBQLN4","Cell cycle","A1.7"
"M12.3","UTP14A","M12.3_UTP14A","Cell cycle","A1.7"
"M12.3","WBSCR22","M12.3_WBSCR22","Cell cycle","A1.7"
"M12.3","WDR4","M12.3_WDR4","Cell cycle","A1.7"
"M12.3","WDR54","M12.3_WDR54","Cell cycle","A1.7"
"M12.3","WDR67","M12.3_WDR67","Cell cycle","A1.7"
"M12.3","WWP1","M12.3_WWP1","Cell cycle","A1.7"
"M12.3","XPO4","M12.3_XPO4","Cell cycle","A1.7"
"M12.3","ZBTB24","M12.3_ZBTB24","Cell cycle","A1.7"
"M12.3","ZFP161","M12.3_ZFP161","Cell cycle","A1.7"
"M12.3","ZMYND11","M12.3_ZMYND11","Cell cycle","A1.7"
"M12.3","ZNF146","M12.3_ZNF146","Cell cycle","A1.7"
"M12.3","ZNF544","M12.3_ZNF544","Cell cycle","A1.7"
"M12.3","ZNF816A","M12.3_ZNF816A","Cell cycle","A1.7"
"M12.3","ZZZ3","M12.3_ZZZ3","Cell cycle","A1.7"
"M12.4","AKR7A2","M12.4_AKR7A2","Gene transcription","A2.4"
"M12.4","ARHGAP17","M12.4_ARHGAP17","Gene transcription","A2.4"
"M12.4","ARL2","M12.4_ARL2","Gene transcription","A2.4"
"M12.4","ASPSCR1","M12.4_ASPSCR1","Gene transcription","A2.4"
"M12.4","BCKDHA","M12.4_BCKDHA","Gene transcription","A2.4"
"M12.4","BRD9","M12.4_BRD9","Gene transcription","A2.4"
"M12.4","C11ORF2","M12.4_C11ORF2","Gene transcription","A2.4"
"M12.4","C14ORF173","M12.4_C14ORF173","Gene transcription","A2.4"
"M12.4","C17ORF61","M12.4_C17ORF61","Gene transcription","A2.4"
"M12.4","C17ORF70","M12.4_C17ORF70","Gene transcription","A2.4"
"M12.4","C19ORF53","M12.4_C19ORF53","Gene transcription","A2.4"
"M12.4","C2ORF29","M12.4_C2ORF29","Gene transcription","A2.4"
"M12.4","C6ORF153","M12.4_C6ORF153","Gene transcription","A2.4"
"M12.4","C7ORF50","M12.4_C7ORF50","Gene transcription","A2.4"
"M12.4","CCDC12","M12.4_CCDC12","Gene transcription","A2.4"
"M12.4","CCDC56","M12.4_CCDC56","Gene transcription","A2.4"
"M12.4","CHMP4A","M12.4_CHMP4A","Gene transcription","A2.4"
"M12.4","CPSF4","M12.4_CPSF4","Gene transcription","A2.4"
"M12.4","CXXC1","M12.4_CXXC1","Gene transcription","A2.4"
"M12.4","E4F1","M12.4_E4F1","Gene transcription","A2.4"
"M12.4","EDC4","M12.4_EDC4","Gene transcription","A2.4"
"M12.4","EMD","M12.4_EMD","Gene transcription","A2.4"
"M12.4","ETFB","M12.4_ETFB","Gene transcription","A2.4"
"M12.4","EXOSC1","M12.4_EXOSC1","Gene transcription","A2.4"
"M12.4","FASTK","M12.4_FASTK","Gene transcription","A2.4"
"M12.4","GPS1","M12.4_GPS1","Gene transcription","A2.4"
"M12.4","GTPBP6","M12.4_GTPBP6","Gene transcription","A2.4"
"M12.4","HARS","M12.4_HARS","Gene transcription","A2.4"
"M12.4","HCFC1","M12.4_HCFC1","Gene transcription","A2.4"
"M12.4","IDH3B","M12.4_IDH3B","Gene transcription","A2.4"
"M12.4","LOC339123","M12.4_LOC339123","Gene transcription","A2.4"
"M12.4","MCM7","M12.4_MCM7","Gene transcription","A2.4"
"M12.4","MRPL22","M12.4_MRPL22","Gene transcription","A2.4"
"M12.4","MRPL37","M12.4_MRPL37","Gene transcription","A2.4"
"M12.4","NDUFA8","M12.4_NDUFA8","Gene transcription","A2.4"
"M12.4","NENF","M12.4_NENF","Gene transcription","A2.4"
"M12.4","NHP2L1","M12.4_NHP2L1","Gene transcription","A2.4"
"M12.4","NT5C","M12.4_NT5C","Gene transcription","A2.4"
"M12.4","NUDC","M12.4_NUDC","Gene transcription","A2.4"
"M12.4","PEX16","M12.4_PEX16","Gene transcription","A2.4"
"M12.4","PLD3","M12.4_PLD3","Gene transcription","A2.4"
"M12.4","PSMC5","M12.4_PSMC5","Gene transcription","A2.4"
"M12.4","PUF60","M12.4_PUF60","Gene transcription","A2.4"
"M12.4","QRICH1","M12.4_QRICH1","Gene transcription","A2.4"
"M12.4","RBM14","M12.4_RBM14","Gene transcription","A2.4"
"M12.4","RCC2","M12.4_RCC2","Gene transcription","A2.4"
"M12.4","REPIN1","M12.4_REPIN1","Gene transcription","A2.4"
"M12.4","RPP21","M12.4_RPP21","Gene transcription","A2.4"
"M12.4","SF3A3","M12.4_SF3A3","Gene transcription","A2.4"
"M12.4","SIVA","M12.4_SIVA","Gene transcription","A2.4"
"M12.4","SMARCA4","M12.4_SMARCA4","Gene transcription","A2.4"
"M12.4","SPNS1","M12.4_SPNS1","Gene transcription","A2.4"
"M12.4","SUSD3","M12.4_SUSD3","Gene transcription","A2.4"
"M12.4","TJAP1","M12.4_TJAP1","Gene transcription","A2.4"
"M12.4","TRAPPC2L","M12.4_TRAPPC2L","Gene transcription","A2.4"
"M12.4","TRPT1","M12.4_TRPT1","Gene transcription","A2.4"
"M12.4","TUSC4","M12.4_TUSC4","Gene transcription","A2.4"
"M12.4","TXLNA","M12.4_TXLNA","Gene transcription","A2.4"
"M12.4","UBAC2","M12.4_UBAC2","Gene transcription","A2.4"
"M12.4","VIL2","M12.4_VIL2","Gene transcription","A2.4"
"M12.4","YARS","M12.4_YARS","Gene transcription","A2.4"
"M12.4","ZDHHC16","M12.4_ZDHHC16","Gene transcription","A2.4"
"M12.5","ACBD3","M12.5_ACBD3","Protein modification","A3.2"
"M12.5","ACVR1","M12.5_ACVR1","Protein modification","A3.2"
"M12.5","AGGF1","M12.5_AGGF1","Protein modification","A3.2"
"M12.5","ANGEL2","M12.5_ANGEL2","Protein modification","A3.2"
"M12.5","ANKRD49","M12.5_ANKRD49","Protein modification","A3.2"
"M12.5","AP3M1","M12.5_AP3M1","Protein modification","A3.2"
"M12.5","APPBP2","M12.5_APPBP2","Protein modification","A3.2"
"M12.5","ARHGEF7","M12.5_ARHGEF7","Protein modification","A3.2"
"M12.5","ASB3","M12.5_ASB3","Protein modification","A3.2"
"M12.5","ASNSD1","M12.5_ASNSD1","Protein modification","A3.2"
"M12.5","BAG5","M12.5_BAG5","Protein modification","A3.2"
"M12.5","BTBD6","M12.5_BTBD6","Protein modification","A3.2"
"M12.5","C13ORF23","M12.5_C13ORF23","Protein modification","A3.2"
"M12.5","C14ORF135","M12.5_C14ORF135","Protein modification","A3.2"
"M12.5","C21ORF66","M12.5_C21ORF66","Protein modification","A3.2"
